title,link,published,summary,sentiment_label,sentiment_score
ETMarkets Smart Talk | Structural bull run intact; expect sustainable 12–14% returns ahead: Amar Ambani,https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-structural-bull-run-intact-expect-sustainable-1214-returns-ahead-amar-ambani/articleshow/124381317.cms,"Thu, 09 Oct 2025 09:00:00 +0530","Despite global headwinds, the Indian equity market shows resilience, with Amar Ambani of YES SECURITIES predicting sustainable 12-14% returns. He highlights strong domestic flows, robust corporate fundamentals, and policy tailwinds supporting a structural bull run, while expecting an earnings revival in H2 FY26.",neutral,-1.0239764378638938e-06
"InCred Equities lists HDFC Bank, among 9 other stocks as top 10 high conviction picks. Check full list",https://economictimes.indiatimes.com/markets/stocks/news/incred-equities-lists-hdfc-bank-among-9-other-stocks-as-top-10-high-conviction-picks-check-full-list/slideshow/124403696.cms,"Thu, 09 Oct 2025 08:47:13 +0530","InCred Equities had named HDFC Bank, Bajaj Auto, Axis Bank, and seven other stocks as its top 10 high-conviction “ADD” picks for October 2025, highlighting strong growth potential, robust fundamentals, and attractive valuations.",negative,-0.9300762414932251
From assets to investments: Making infrastructure and real estate as investible as equities,https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/from-assets-to-investments-making-infrastructure-and-real-estate-as-investible-as-equities/articleshow/124403519.cms,"Thu, 09 Oct 2025 08:37:22 +0530","Indian investors are now accessing infrastructure and real estate like never before.  Alternative Investment Funds (AIFs), InvITs, and REITs are transforming these sectors into investible asset classes. This democratizes participation, channeling savings into nation-building projects and offering stable, inflation-hedged returns, marking a significant financialization of India's growth.",negative,-0.9999802112579346
Ex-trader investigating Jane Street ends term at Sebi,https://economictimes.indiatimes.com/markets/stocks/news/ex-trader-investigating-jane-street-ends-term-at-sebi/articleshow/124403480.cms,"Thu, 09 Oct 2025 08:34:06 +0530","A key SEBI official, Ananth Narayan, who spearheaded the probe into Jane Street Group LLC's alleged market manipulation, is set to depart as his term concludes. The investigation into the US trading firm, accused of exploiting India's stock and derivatives markets, continues as SEBI faces Jane Street in court. This high-profile case, involving significant financial stakes, has garnered global attention.",negative,-0.999984622001648
Explained: Reliance Industries is India’s most valuable company but why isn’t it No.1 in Nifty50 weight?,https://economictimes.indiatimes.com/markets/stocks/news/explained-reliance-industries-is-indias-most-valuable-company-but-why-isnt-it-no-1-in-nifty50-weight/articleshow/124403406.cms,"Thu, 09 Oct 2025 08:31:28 +0530","Reliance Industries, despite its massive market capitalization, ranks third in Nifty 50 index weight due to its lower free-float shares. Banks like HDFC Bank and ICICI Bank hold higher weights because a larger portion of their stock is available for public trading, influencing the index more significantly.",negative,-0.9993035793304443
TCS shares in focus ahead of Q2FY26 results today,https://economictimes.indiatimes.com/markets/stocks/news/tcs-shares-in-focus-ahead-of-q2fy26-results-today/articleshow/124403360.cms,"Thu, 09 Oct 2025 08:28:47 +0530","TCS share price: TCS is set to announce its Q2FY26 results later today, with brokerages projecting net profit between Rs 12,346–13,058 crore and revenue of Rs 64,200–65,700 crore. Analysts will track margins, BFSI growth, GenAI adoption, H1-B visa impact, and deal momentum.",negative,-0.9996556043624878
Bonus issue alert: Last day to buy shares of these 7 companies ahead of record date,https://economictimes.indiatimes.com/markets/stocks/news/bonus-issue-alert-last-day-to-buy-shares-of-these-7-companies-ahead-of-record-date/articleshow/124403327.cms,"Thu, 09 Oct 2025 08:26:32 +0530","October 9 is the last day to buy shares of seven companies, including Harshil Agrotech, Laxmi Goldorna, and Narmada Macplast, to qualify for upcoming bonus issues. Stocks will trade ex-bonus from October 10, making today the critical cutoff for eligibility.",negative,-0.8766158819198608
TCS to announce Q2 results today: 10 things to track and how to trade,https://economictimes.indiatimes.com/markets/stocks/earnings/tcs-to-announce-q2-results-today-10-things-to-track-and-how-to-trade/articleshow/124403310.cms,"Thu, 09 Oct 2025 08:24:06 +0530","Tata Consultancy Services announces its Q2 results today. Investors anticipate subdued growth and minimal margin changes. The company navigates challenges including employee separation, wage adjustments, and uncertain US demand. Key factors to watch include the impact of layoffs, US market outlook, revenue growth, and margin performance. Mega deals and vertical performance are also under scrutiny.",negative,-0.9999463558197021
"Last day to buy Hexaware Technologies, 2 other stocks to qualify for dividends",https://economictimes.indiatimes.com/markets/stocks/news/last-day-to-buy-hexaware-technologies-2-other-stocks-to-qualify-for-dividends/articleshow/124403230.cms,"Thu, 09 Oct 2025 08:21:09 +0530","October 9 is the last day to buy shares of Hexaware Technologies, Rashtriya Chemicals &amp; Fertilizers, and Sacheta Metals to qualify for the announced dividends. Hexaware offers a 575% interim payout, RCF 13.2%, and Sacheta Metals 2.5%, with ex-dividend from October 10.",negative,-0.9987834095954895
"Rubicon Research IPO: Check GMP, brokerages review, subscription and other details",https://economictimes.indiatimes.com/markets/ipos/fpos/rubicon-research-ipo-check-gmp-brokerages-review-subscription-and-other-details/articleshow/124403185.cms,"Thu, 09 Oct 2025 08:18:46 +0530","Rubicon Research's Rs 1,377 crore IPO opens on October 9. The specialty and generics pharmaceutical manufacturer offers shares at Rs 461-485. Grey market premium indicates strong listing expectations. Arihant Capital recommends subscribing due to growth and product pipeline. The company shows a financial turnaround with surging revenue and profit. This IPO offers exposure to a fast-scaling pharma exporter.",negative,-0.9999929070472717
UPL Share Price Live Updates: UPL's trading volume reflects investor confidence,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/upl-share-price-today-live-09-oct-2025/liveblog/124403092.cms,"Thu, 09 Oct 2025 08:14:28 +0530",,neutral,-0.0007566141430288553
Britannia Share Price Live Updates: Britannia's Daily Trading Activity,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/britannia-share-price-today-live-updates-09-oct-2025/liveblog/124403089.cms,"Thu, 09 Oct 2025 08:14:24 +0530",,negative,-0.9999961853027344
LG Electronics IPO GMP Live Updates: Issue subscribed over 3 times on Day 3. Check listing and allotment date here,https://economictimes.indiatimes.com/markets/stocks/live-blog/lg-electronics-ipo-gmp-day-3-subscription-status-share-price-listing-and-allotment-date-expert-review-latest-ipo-news-9-oct-2025/liveblog/124403088.cms,"Thu, 09 Oct 2025 08:14:23 +0530",,negative,-0.9999996423721313
Adani Ent Share Price Live Updates: Adani Enterprises  Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/adani-ent-share-price-live-09-oct-2025/liveblog/124403080.cms,"Thu, 09 Oct 2025 08:14:03 +0530",,negative,-0.9998961687088013
UltraTech Cem Share Price Live Updates: UltraTech Cement's Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ultratech-cem-stock-price-livestock-price-today-live-updates-09-oct-2025/liveblog/124403079.cms,"Thu, 09 Oct 2025 08:13:59 +0530",,negative,-0.996248185634613
"Stocks to buy in 2025 for long term: Kaynes Technology, Titan among 4 stocks that could give 17-40% return",https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-in-2025-for-long-term-kaynes-technology-titan-among-4-stocks-that-could-give-17-40-return/slideshow/124403133.cms,"Thu, 09 Oct 2025 08:13:57 +0530",We have collated a list of recommendations from top brokerage firms from ETNow and other sources.,neutral,-0.050395771861076355
Tata Motors Share Price Live Updates: Tata Motors Volume Update,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/tata-motors-stock-price-livestock-price-today-live-updates-09-oct-2025/liveblog/124403072.cms,"Thu, 09 Oct 2025 08:13:42 +0530",,negative,-0.9999509453773499
Infosys Share Price Live Updates: Infosys Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/infosys-stock-price-live-updates-09-oct-2025/liveblog/124403062.cms,"Thu, 09 Oct 2025 08:13:23 +0530",,negative,-0.9997031688690186
HDFC Life Share Price Live Updates: HDFC Life Volume Analysis,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-life-share-price-live-updates-09-oct-2025/liveblog/124403060.cms,"Thu, 09 Oct 2025 08:13:21 +0530",,negative,-0.9999970197677612
ITC Share Price Live Updates: ITC Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/itc-share-price-today-live-09-oct-2025/liveblog/124403057.cms,"Thu, 09 Oct 2025 08:13:16 +0530",,negative,-0.9996128082275391
Canara Robeco AMC IPO opens for subscription; GMP at 13%. Should you apply?,https://economictimes.indiatimes.com/markets/ipos/fpos/canara-robeco-amc-ipo-opens-for-subscription-gmp-at-13-should-you-apply/articleshow/124403054.cms,"Thu, 09 Oct 2025 08:13:05 +0530","Canara Robeco Asset Management Company's Rs 1,326 crore IPO opens on October 9. The issue is priced between Rs 253 and Rs 266 per share. Analysts are optimistic about its long-term prospects. The fund house focuses on retail investors and has a strong AUM expansion. Its financial performance shows consistent growth. This IPO is seen as a steady, long-term investment.",negative,-0.9999921917915344
Dr Reddys Share Price Live Updates: Dr. Reddys recent trading volume,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/dr-reddys-stock-price-live-updates-09-oct-2025/liveblog/124403049.cms,"Thu, 09 Oct 2025 08:13:01 +0530",,negative,-0.9999908208847046
HUL Share Price Live Updates: HUL Trading Volume Report,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hul-share-price-today-live-09-oct-2025/liveblog/124403047.cms,"Thu, 09 Oct 2025 08:12:57 +0530",,negative,-0.9998905062675476
TCS Share Price Live Updates: TCS Volume Analysis,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/tcs-share-price-live-09-oct-2025/liveblog/124403046.cms,"Thu, 09 Oct 2025 08:12:55 +0530",,negative,-0.9999985694885254
Nestle India Share Price Live Updates: Nestle India Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/nestle-india-share-price-live-updates-09-oct-2025/liveblog/124403040.cms,"Thu, 09 Oct 2025 08:12:39 +0530",,negative,-0.9995792508125305
L&amp;T Share Price Live Updates: L&amp;T Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/lt-share-price-live-updates-09-oct-2025/liveblog/124403039.cms,"Thu, 09 Oct 2025 08:12:38 +0530",,negative,-0.999966025352478
Kotak Bank Share Price Live Updates: Kotak Bank's Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/kotak-bank-stock-price-today-live-09-oct-2025/liveblog/124403037.cms,"Thu, 09 Oct 2025 08:12:37 +0530",,negative,-0.9999011754989624
Divis Labs Share Price Live Updates: Divis Labs Market Activity,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/divis-labs-stock-price-live-updates-09-oct-2025/liveblog/124403033.cms,"Thu, 09 Oct 2025 08:12:29 +0530",,negative,-0.9999790787696838
RIL Share Price Live Updates: RIL Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ril-stock-price-live-updates-09-oct-2025/liveblog/124403025.cms,"Thu, 09 Oct 2025 08:12:16 +0530",,negative,-0.999956488609314
NTPC Share Price Live Updates: NTPC's Recent Trading Activity,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ntpc-stock-price-live-updates-09-oct-2025/liveblog/124403024.cms,"Thu, 09 Oct 2025 08:12:16 +0530",,negative,-0.999988317489624
HCL Tech Share Price Live Updates: HCL Tech Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hcl-tech-share-price-today-live-09-oct-2025/liveblog/124403023.cms,"Thu, 09 Oct 2025 08:12:11 +0530",,negative,-0.9385847449302673
HDFC Bank Share Price Live Updates: Explained: Reliance Industries is India’s most valuable company but why isn’t it No.1 in Nifty50 weight?,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-stock-price-livestock-price-today-live-updates-09-oct-2025/liveblog/124403020.cms,"Thu, 09 Oct 2025 08:12:03 +0530",,negative,-0.9998047947883606
Apollo Hospital Share Price Live Updates: Apollo Hospital's Trading Volume Insights,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/apollo-hospital-share-price-today-live-09-oct-2025/liveblog/124403018.cms,"Thu, 09 Oct 2025 08:11:59 +0530",,negative,-0.9999799132347107
M&amp;M Share Price Live Updates: M&amp;M Trading Activity Report,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/mm-stock-price-today-live-09-oct-2025/liveblog/124403017.cms,"Thu, 09 Oct 2025 08:11:56 +0530",,negative,-0.9999673962593079
Hindalco Share Price Live Updates: Hindalco's Trading Volume Surges,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hindalco-stock-price-live-updates-09-oct-2025/liveblog/124403013.cms,"Thu, 09 Oct 2025 08:11:49 +0530",,neutral,-1.056541520938481e-08
ONGC Share Price Live Updates: ONGC Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ongc-stock-price-today-live-09-oct-2025/liveblog/124403009.cms,"Thu, 09 Oct 2025 08:11:41 +0530",,negative,-0.9999665021896362
Grasim Inds Share Price Live Updates: Grasim Industries Trading Metrics,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/grasim-inds-share-price-live-updates-09-oct-2025/liveblog/124403007.cms,"Thu, 09 Oct 2025 08:11:34 +0530",,negative,-0.9999977350234985
Bharti Airtel Share Price Live Updates: Bharti Airtel's Volume Performance,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/bharti-airtel-share-price-today-live-09-oct-2025/liveblog/124403005.cms,"Thu, 09 Oct 2025 08:11:34 +0530",,negative,-0.999910831451416
ICICI Bank Share Price Live Updates: Explained: Reliance Industries is India’s most valuable company but why isn’t it No.1 in Nifty50 weight?,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/icici-bank-share-price-today-live-updates-09-oct-2025/liveblog/124403001.cms,"Thu, 09 Oct 2025 08:11:27 +0530",,negative,-0.9998432397842407
JSW Steel Share Price Live Updates: JSW Steel Trading Overview,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/jsw-steel-stock-price-livestock-price-today-live-updates-09-oct-2025/liveblog/124402997.cms,"Thu, 09 Oct 2025 08:11:20 +0530",,negative,-0.9999279379844666
