title,link,published,summary
Amazon shares soar 11 as AI boom fuels stellar growth in AWS cloud unit,https://economictimes.indiatimes.com/markets/stocks/news/amazon-shares-soar-11-as-ai-boom-fuels-stellar-growth-in-aws-cloud-unit/articleshow/124996991.cms,"Fri, 31 Oct 2025 19:42:19 +0530",
US stocks rebound after strong Amazon results,https://economictimes.indiatimes.com/markets/stocks/news/sp-500-nasdaq-open-higher-as-apple-amazon-forecasts-lift-mood/articleshow/124996251.cms,"Fri, 31 Oct 2025 19:06:51 +0530",
Aptus Value Housing Q2 Results Net profit jumps 24 to Rs 227 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/aptus-value-housing-q2-results-net-profit-jumps-24-to-rs-227-crore/articleshow/124996013.cms,"Fri, 31 Oct 2025 18:56:36 +0530",
Patanjali Foods Q2 Results Profit soars 67 to Rs 516 crore,https://economictimes.indiatimes.com/markets/stocks/news/patanjali-foods-q2-results-profit-soars-67-to-rs-516-crore/articleshow/124995383.cms,"Fri, 31 Oct 2025 18:30:29 +0530",
Bank of Baroda Q2 Results Profit slips 8 to Rs 4809 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/bank-of-baroda-q2-results-profit-slips-8-to-rs-4809-crore/articleshow/124995348.cms,"Fri, 31 Oct 2025 18:28:33 +0530",
BPCL Q2 Results Cons PAT shoots up 170 YoY to Rs 6191 crore Rs 75 per share dividend announced,https://economictimes.indiatimes.com/markets/stocks/earnings/bpcl-q2-results-cons-pat-shoots-up-170-yoy-to-rs-6191-crore-rs-7-5-per-share-dividend-announced/articleshow/124993965.cms,"Fri, 31 Oct 2025 17:31:58 +0530",
Bank of India Canara Bank among 6 PSU banking stocks to hit 52week highs gain up to 14 in a month,https://economictimes.indiatimes.com/markets/stocks/news/bank-of-india-canara-bank-among-6-psu-banking-stocks-to-hit-52-week-highs-gain-up-to-14-in-a-month/slideshow/124993838.cms,"Fri, 31 Oct 2025 17:19:01 +0530",
Shriram Finance Q2 Results Profit rises 7 to Rs 2314 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/shriram-finance-q2-profit-rises-7-pc-to-rs-2314-cr/articleshow/124992500.cms,"Fri, 31 Oct 2025 16:33:55 +0530",
Gainers amp Losers Navin Fluorine Vedanta and 5 more stocks hogged limelight on Friday,https://economictimes.indiatimes.com/markets/stocks/news/gainers-losers-navin-fluorine-vedanta-and-5-more-stocks-hogged-limelight-on-friday/slideshow/124992352.cms,"Fri, 31 Oct 2025 16:28:03 +0530",
Market Wrap Sensex slides 465 pts Nifty below 25730 as private banks drag after Sebi tightens Bank Nifty norms,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-slides-465-pts-nifty-below-25730-as-private-banks-drag-after-sebi-tightens-bank-nifty-norms/articleshow/124991884.cms,"Fri, 31 Oct 2025 16:06:18 +0530",
Dr Lal Path Labs announces 11 bonus issue declares Rs 7share interim dividend,https://economictimes.indiatimes.com/markets/stocks/news/dr-lal-path-labs-announces-11-bonus-issue-declares-rs-7/share-interim-dividend/articleshow/124991559.cms,"Fri, 31 Oct 2025 15:56:05 +0530",
Vedanta Q2 Results Cons profit plunges 59 YoY to Rs 1798 crore on exceptional loss of Rs 2067 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/vedanta-q2-results-cons-profit-plunges-59-yoy-to-rs-1798-crore-revenue-rises-6/articleshow/124990157.cms,"Fri, 31 Oct 2025 14:53:59 +0530",
Maruti Suzuki India Q2 Results Cons PAT rises 8 YoY to Rs 3349 crore revenue jumps 13,https://economictimes.indiatimes.com/markets/stocks/earnings/maruti-suzuki-india-q2-results-cons-pat-rises-8-yoy-to-rs-3349-crore-revenue-jumps-13/articleshow/124989679.cms,"Fri, 31 Oct 2025 14:27:21 +0530",
These 14 smallcap stocks soared up to 70 in 30 Days  Do you own any,https://economictimes.indiatimes.com/markets/stocks/news/these-14-smallcap-stocks-soared-up-to-70-in-30-days-do-you-own-any/slideshow/124989897.cms,"Fri, 31 Oct 2025 14:20:02 +0530",
Bharat Electronics Q2 Results Standalone PAT up 18 YoY to Rs 1286 crore revenue rises 26,https://economictimes.indiatimes.com/markets/stocks/earnings/bharat-electronics-q2-results-standalone-pat-up-18-yoy-to-rs-1286-crore-revenue-rises-26/articleshow/124989390.cms,"Fri, 31 Oct 2025 14:09:19 +0530",
RRP Semiconductors 72000 stock surge in 18 months turns unknown investor into billionaire,https://economictimes.indiatimes.com/markets/stocks/news/rrp-semiconductors-72000-stock-surge-in-18-months-turns-unknown-investor-into-billionaire/articleshow/124989318.cms,"Fri, 31 Oct 2025 14:05:27 +0530",
Japans Nikkei climbs to record high on tech rally posts best month in 3 decades,https://economictimes.indiatimes.com/markets/stocks/news/japans-nikkei-climbs-to-record-high-on-tech-rally-posts-best-month-in-3-decades/articleshow/124987827.cms,"Fri, 31 Oct 2025 12:49:28 +0530",
PSU Banks gain up to 5 Here are 3 factors driving the surge in staterun lenders,https://economictimes.indiatimes.com/markets/stocks/news/psu-banks-gain-up-to-5-here-are-3-factors-driving-the-surge-in-state-run-lenders/articleshow/124987386.cms,"Fri, 31 Oct 2025 12:30:43 +0530",
Sebi to penalise MCX for 4hour trading halt Report,https://economictimes.indiatimes.com/markets/stocks/news/sebi-to-penalise-mcx-for-four-hour-trading-halt-report/articleshow/124987336.cms,"Fri, 31 Oct 2025 12:25:02 +0530",
HDFC Bank Share Price Highlights HDFC Bank Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hdfc-bank-stock-price-live-updates-31-oct-2025/liveblog/124987161.cms,"Fri, 31 Oct 2025 12:17:05 +0530",
Eicher Motors Share Price Highlights Eicher Motors Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/eicher-motors-share-price-live-updates-31-oct-2025/liveblog/124987158.cms,"Fri, 31 Oct 2025 12:16:54 +0530",
Tech Mahindra Share Price Highlights Tech Mahindra Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/tech-mahindra-stock-price-livestock-price-today-live-updates-31-oct-2025/liveblog/124987156.cms,"Fri, 31 Oct 2025 12:16:52 +0530",
Sun Pharma Share Price Highlights Sun Pharma Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/sun-pharma-share-price-today-live-31-oct-2025/liveblog/124987149.cms,"Fri, 31 Oct 2025 12:16:41 +0530",
Adani Ent Share Price Highlights Adani Ent Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/adani-ent-stock-price-live-updates-31-oct-2025/liveblog/124987148.cms,"Fri, 31 Oct 2025 12:16:39 +0530",
UPL Share Price Highlights UPL Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/upl-stock-price-today-live-31-oct-2025/liveblog/124987142.cms,"Fri, 31 Oct 2025 12:16:27 +0530",
Asian Paints Share Price Highlights Asian Paints Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/asian-paints-share-price-today-live-31-oct-2025/liveblog/124987141.cms,"Fri, 31 Oct 2025 12:16:27 +0530",
Tata Steel Share Price Highlights Tata Steel Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/tata-steel-stock-price-live-updates-31-oct-2025/liveblog/124987138.cms,"Fri, 31 Oct 2025 12:16:23 +0530",
SBI Life Share Price Highlights SBI Life Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/sbi-life-share-price-today-live-updates-31-oct-2025/liveblog/124987134.cms,"Fri, 31 Oct 2025 12:16:14 +0530",
ITC Share Price Highlights ITC Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/itc-share-price-live-31-oct-2025/liveblog/124987133.cms,"Fri, 31 Oct 2025 12:16:13 +0530",
Bharti Airtel Share Price Highlights Bharti Airtel Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/bharti-airtel-share-price-today-live-updates-31-oct-2025/liveblog/124987132.cms,"Fri, 31 Oct 2025 12:16:11 +0530",
Grasim Inds Share Price Highlights Grasim Inds Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/grasim-inds-share-price-live-31-oct-2025/liveblog/124987125.cms,"Fri, 31 Oct 2025 12:16:01 +0530",
HCL Tech Share Price Highlights HCL Tech Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/hcl-tech-stock-price-live-updates-31-oct-2025/liveblog/124987124.cms,"Fri, 31 Oct 2025 12:16:01 +0530",
TCS Share Price Highlights TCS Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/tcs-stock-price-live-updates-31-oct-2025/liveblog/124987123.cms,"Fri, 31 Oct 2025 12:16:00 +0530",
Bajaj Finserv Share Price Highlights Bajaj Finserv Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/bajaj-finserv-stock-price-today-live-31-oct-2025/liveblog/124987122.cms,"Fri, 31 Oct 2025 12:15:58 +0530",
Power Grid Share Price Highlights Power Grid Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/power-grid-stock-price-today-live-31-oct-2025/liveblog/124987112.cms,"Fri, 31 Oct 2025 12:15:48 +0530",
Wipro Share Price Highlights Wipro Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/wipro-share-price-today-live-updates-31-oct-2025/liveblog/124987111.cms,"Fri, 31 Oct 2025 12:15:47 +0530",
ONGC Share Price Highlights ONGC Stock Price History,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/ongc-share-price-live-updates-31-oct-2025/liveblog/124987110.cms,"Fri, 31 Oct 2025 12:15:47 +0530",
